0.063 0.088 -0.117
0.007 0.182 0.213
-0.098 -0.086 -0.208
-0.254 0.013 0.102
-0.406 0.310 0.141
-0.134 -0.278 -0.093
-0.003 -0.013 -0.251
0.101 -0.127 0.026
0.029 0.044 -0.182
-0.172 0.031 -0.211
-0.057 0.050 0.170
0.035 0.244 0.129
-0.035 -0.139 0.206
0.000 0.000 0.000
