  0     0.000000     0.000000    -0.000019
  1     0.532768     0.033441    -0.120866
  2     1.065437     0.110783    -0.147009
  3     1.598106     0.176978    -0.096818
  4     2.130777     0.205709     0.000001
  5     2.663478     0.176974     0.096823
  6     3.196194     0.110769     0.147011
  7     3.728871     0.033427     0.120847
  8     4.261672     0.000000    -0.000006
